°C01=0661.6604,°C02=0661.6914,°C03=0661.6985,°C04=0661.6790,°C05=0661.6743
°C01=0661.6599,°C02=0661.6904,°C03=0661.6978,°C04=0661.6792,°C05=0661.6731
°C01=0661.6597,°C02=0661.6936,°C03=0661.6992,°C04=0661.6809,°C05=0661.6731
°C01=0661.6597,°C02=0661.6890,°C03=0661.6978,°C04=0661.6816,°C05=0661.6743
°C01=0661.6594,°C02=0661.6921,°C03=0661.6970,°C04=0661.6790,°C05=0661.6743
°C01=0661.6609,°C02=0661.6907,°C03=0661.6990,°C04=0661.6799,°C05=0661.6731
°C01=0661.6602,°C02=0661.6909,°C03=0661.6982,°C04=0661.6775,°C05=0661.6743
°C01=0661.6584,°C02=0661.6887,°C03=0661.6997,°C04=0661.6809,°C05=0661.6733
°C01=0661.6580,°C02=0661.6904,°C03=0661.6987,°C04=0661.6802,°C05=0661.6726
°C01=0661.6604,°C02=0661.6897,°C03=0661.6973,°C04=0661.6819,°C05=0661.6729
°C01=0661.6582,°C02=0661.6919,°C03=0661.6985,°C04=0661.6790,°C05=0661.6716
°C01=0661.6611,°C02=0661.6892,°C03=0661.6968,°C04=0661.6804,°C05=0661.6724
°C01=0661.6602,°C02=0661.6902,°C03=0661.6990,°C04=0661.6792,°C05=0661.6743
°C01=0661.6602,°C02=0661.6902,°C03=0661.6975,°C04=0661.6790,°C05=0661.6733
°C01=0661.6575,°C02=0661.6902,°C03=0661.6980,°C04=0661.6799,°C05=0661.6731
°C01=0661.6584,°C02=0661.6914,°C03=0661.6973,°C04=0661.6797,°C05=0661.6743
°C01=0661.6597,°C02=0661.6904,°C03=0661.6987,°C04=0661.6816,°C05=0661.6726
°C01=0661.6611,°C02=0661.6907,°C03=0661.6980,°C04=0661.6787,°C05=0661.6738
°C01=0661.6594,°C02=0661.6912,°C03=0661.6992,°C04=0661.6809,°C05=0661.6731
°C01=0661.6589,°C02=0661.6914,°C03=0661.6985,°C04=0661.6797,°C05=0661.6746
°C01=0661.6594,°C02=0661.6912,°C03=0661.6980,°C04=0661.6797,°C05=0661.6731
°C01=0661.6570,°C02=0661.6919,°C03=0661.6968,°C04=0661.6804,°C05=0661.6741
°C01=0661.6602,°C02=0661.6897,°C03=0661.7002,°C04=0661.6807,°C05=0661.6733
°C01=0661.6597,°C02=0661.6885,°C03=0661.6990,°C04=0661.6814,°C05=0661.6743
°C01=0661.6584,°C02=0661.6882,°C03=0661.6982,°C04=0661.6804,°C05=0661.6731
°C01=0661.6570,°C02=0661.6880,°C03=0661.6995,°C04=0661.6794,°C05=0661.6731
°C01=0661.6616,°C02=0661.6890,°C03=0661.6982,°C04=0661.6794,°C05=0661.6736
°C01=0661.6599,°C02=0661.6895,°C03=0661.6990,°C04=0661.6799,°C05=0661.6743
°C01=0661.6602,°C02=0661.6904,°C03=0661.7009,°C04=0661.6824,°C05=0661.6736
°C01=0661.6606,°C02=0661.6917,°C03=0661.6990,°C04=0661.6802,°C05=0661.6748
°C01=0661.6597,°C02=0661.6917,°C03=0661.6987,°C04=0661.6797,°C05=0661.6743
°C01=0661.6602,°C02=0661.6897,°C03=0661.6995,°C04=0661.6809,°C05=0661.6726
°C01=0661.6584,°C02=0661.6899,°C03=0661.6990,°C04=0661.6809,°C05=0661.6738
°C01=0661.6587,°C02=0661.6904,°C03=0661.6985,°C04=0661.6802,°C05=0661.6733
°C01=0661.6589,°C02=0661.6890,°C03=0661.6992,°C04=0661.6802,°C05=0661.6746
°C01=0661.6594,°C02=0661.6890,°C03=0661.6958,°C04=0661.6807,°C05=0661.6707
°C01=0661.6606,°C02=0661.6902,°C03=0661.6990,°C04=0661.6809,°C05=0661.6741
°C01=0661.6619,°C02=0661.6902,°C03=0661.6980,°C04=0661.6804,°C05=0661.6738
°C01=0661.6594,°C02=0661.6880,°C03=0661.6975,°C04=0661.6809,°C05=0661.6731
°C01=0661.6597,°C02=0661.6902,°C03=0661.6975,°C04=0661.6794,°C05=0661.6721
°C01=0661.6575,°C02=0661.6909,°C03=0661.6995,°C04=0661.6790,°C05=0661.6743
°C01=0661.6589,°C02=0661.6912,°C03=0661.6965,°C04=0661.6802,°C05=0661.6726
°C01=0661.6587,°C02=0661.6912,°C03=0661.6995,°C04=0661.6812,°C05=0661.6741
°C01=0661.6602,°C02=0661.6907,°C03=0661.6975,°C04=0661.6792,°C05=0661.6738
°C01=0661.6597,°C02=0661.6892,°C03=0661.6978,°C04=0661.6809,°C05=0661.6729
°C01=0661.6584,°C02=0661.6887,°C03=0661.6987,°C04=0661.6807,°C05=0661.6741
°C01=0661.6621,°C02=0661.6895,°C03=0661.6978,°C04=0661.6790,°C05=0661.6721
°C01=0661.6604,°C02=0661.6902,°C03=0661.6980,°C04=0661.6802,°C05=0661.6731
°C01=0661.6587,°C02=0661.6907,°C03=0661.6982,°C04=0661.6799,°C05=0661.6731
°C01=0661.6580,°C02=0661.6917,°C03=0661.6987,°C04=0661.6799,°C05=0661.6741
°C01=0661.6594,°C02=0661.6885,°C03=0661.6985,°C04=0661.6807,°C05=0661.6724
°C01=0661.6599,°C02=0661.6895,°C03=0661.6997,°C04=0661.6787,°C05=0661.6750
°C01=0661.6604,°C02=0661.6904,°C03=0661.7002,°C04=0661.6799,°C05=0661.6741
°C01=0661.6609,°C02=0661.6902,°C03=0661.6995,°C04=0661.6775,°C05=0661.6726
°C01=0661.6604,°C02=0661.6897,°C03=0661.6997,°C04=0661.6799,°C05=0661.6733
°C01=0661.6577,°C02=0661.6917,°C03=0661.6985,°C04=0661.6799,°C05=0661.6743
°C01=0661.6599,°C02=0661.6895,°C03=0661.6973,°C04=0661.6807,°C05=0661.6726
°C01=0661.6599,°C02=0661.6885,°C03=0661.6992,°C04=0661.6804,°C05=0661.6750
°C01=0661.6602,°C02=0661.6890,°C03=0661.6990,°C04=0661.6816,°C05=0661.6733
°C01=0661.6594,°C02=0661.6924,°C03=0661.6990,°C04=0661.6797,°C05=0661.6726
°C01=0661.6602,°C02=0661.6907,°C03=0661.6982,°C04=0661.6790,°C05=0661.6746
°C01=0661.6597,°C02=0661.6912,°C03=0661.6980,°C04=0661.6790,°C05=0661.6738
°C01=0661.6580,°C02=0661.6892,°C03=0661.6985,°C04=0661.6790,°C05=0661.6733
°C01=0661.6589,°C02=0661.6895,°C03=0661.6973,°C04=0661.6819,°C05=0661.6743
°C01=0661.6589,°C02=0661.6917,°C03=0661.6963,°C04=0661.6799,°C05=0661.6746
°C01=0661.6606,°C02=0661.6909,°C03=0661.6985,°C04=0661.6802,°C05=0661.6721
°C01=0661.6587,°C02=0661.6885,°C03=0661.6980,°C04=0661.6794,°C05=0661.6733
°C01=0661.6606,°C02=0661.6902,°C03=0661.6997,°C04=0661.6790,°C05=0661.6743
°C01=0661.6597,°C02=0661.6897,°C03=0661.6956,°C04=0661.6794,°C05=0661.6731
°C01=0661.6592,°C02=0661.6907,°C03=0661.6990,°C04=0661.6794,°C05=0661.6741
°C01=0661.6602,°C02=0661.6904,°C03=0661.6975,°C04=0661.6792,°C05=0661.6733
°C01=0661.6587,°C02=0661.6902,°C03=0661.6968,°C04=0661.6799,°C05=0661.6750
°C01=0661.6604,°C02=0661.6902,°C03=0661.6975,°C04=0661.6790,°C05=0661.6750
°C01=0661.6580,°C02=0661.6897,°C03=0661.6980,°C04=0661.6787,°C05=0661.6736
°C01=0661.6602,°C02=0661.6902,°C03=0661.6975,°C04=0661.6802,°C05=0661.6726
°C01=0661.6604,°C02=0661.6907,°C03=0661.6978,°C04=0661.6799,°C05=0661.6719
°C01=0661.6597,°C02=0661.6926,°C03=0661.6992,°C04=0661.6812,°C05=0661.6731
°C01=0661.6604,°C02=0661.6912,°C03=0661.6975,°C04=0661.6809,°C05=0661.6748
°C01=0661.6589,°C02=0661.6890,°C03=0661.6990,°C04=0661.6804,°C05=0661.6731
°C01=0661.6594,°C02=0661.6912,°C03=0661.7000,°C04=0661.6799,°C05=0661.6748
°C01=0661.6599,°C02=0661.6909,°C03=0661.6965,°C04=0661.6804,°C05=0661.6726
°C01=0661.6597,°C02=0661.6895,°C03=0661.6963,°C04=0661.6804,°C05=0661.6738
°C01=0661.6587,°C02=0661.6904,°C03=0661.6980,°C04=0661.6802,°C05=0661.6724
°C01=0661.6604,°C02=0661.6890,°C03=0661.6987,°C04=0661.6809,°C05=0661.6726
°C01=0661.6594,°C02=0661.6902,°C03=0661.6958,°C04=0661.6780,°C05=0661.6750
°C01=0661.6575,°C02=0661.6904,°C03=0661.6997,°C04=0661.6797,°C05=0661.6714
°C01=0661.6606,°C02=0661.6919,°C03=0661.6992,°C04=0661.6799,°C05=0661.6748
°C01=0661.6582,°C02=0661.6904,°C03=0661.6990,°C04=0661.6799,°C05=0661.6731
°C01=0661.6599,°C02=0661.6904,°C03=0661.6987,°C04=0661.6792,°C05=0661.6721
°C01=0661.6594,°C02=0661.6904,°C03=0661.6987,°C04=0661.6770,°C05=0661.6731
°C01=0661.6582,°C02=0661.6904,°C03=0661.6982,°C04=0661.6816,°C05=0661.6755
°C01=0661.6606,°C02=0661.6897,°C03=0661.6980,°C04=0661.6794,°C05=0661.6736
°C01=0661.6587,°C02=0661.6890,°C03=0661.6982,°C04=0661.6794,°C05=0661.6741
°C01=0661.6604,°C02=0661.6904,°C03=0661.6987,°C04=0661.6782,°C05=0661.6724
°C01=0661.6594,°C02=0661.6904,°C03=0661.6978,°C04=0661.6799,°C05=0661.6738
°C01=0661.6614,°C02=0661.6909,°C03=0661.6968,°C04=0661.6782,°C05=0661.6741
°C01=0661.6587,°C02=0661.6907,°C03=0661.6965,°C04=0661.6782,°C05=0661.6738
°C01=0661.6587,°C02=0661.6904,°C03=0661.6973,°C04=0661.6802,°C05=0661.6721
°C01=0661.6597,°C02=0661.6904,°C03=0661.6980,°C04=0661.6782,°C05=0661.6716
°C01=0661.6609,°C02=0661.6912,°C03=0661.6995,°C04=0661.6785,°C05=0661.6753
°C01=0661.6611,°C02=0661.6882,°C03=0661.6968,°C04=0661.6792,°C05=0661.6741
°C01=0661.6602,°C02=0661.6897,°C03=0661.6980,°C04=0661.6802,°C05=0661.6731
°C01=0661.6589,°C02=0661.6909,°C03=0661.6995,°C04=0661.6812,°C05=0661.6746
°C01=0661.6606,°C02=0661.6909,°C03=0661.6992,°C04=0661.6804,°C05=0661.6733
°C01=0661.6614,°C02=0661.6917,°C03=0661.6978,°C04=0661.6790,°C05=0661.6743
°C01=0661.6594,°C02=0661.6892,°C03=0661.6970,°C04=0661.6787,°C05=0661.6724
